SpotID,Paths,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
,,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,Controls,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PCS_PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD,PTSD
117,"'49,29'",0.640315835,0.560165627,0.441057626,0.372623868,0.767800855,0.584640611,0.601534969,0.591298699,0.567269875,0.512252539,0.657185147,0.61575217,0.640456158,0.482730314,0.594402439,0.533804206,0.527410683,0.424401459,0.426855515,0.50327093,0.509004128,0.288929669,0.304872966,0.308360449,0.425218426,0.717966145,0.321563855,0.609647941,0.469040995,0.48180256,0.675785978,0.635911768,0.027961073,0.11140082,0.660692732,0.609096889,0.410675751,0.584714222,0.602972123,0.404161359,0.640447108,0.538581232,0.396405337,0.622521978,0.634914587,0.348277751,0.399172815,0.624857513,0.459083915,0.560122308,0.582875172,0.670840228,0.729876206,0.285480979,0.408077965,0.211262877,0.700794762,0.686028054,0.424106371,0.334378395,0.637449381,0.602780474,0.463616266,0.412038425,0.453269227,0.228349292,0.310124317,0.607320585,0.598103584,0.75580454,0.322686105,0.335065895,0.463613769,0.453476927,0.607128061,0.310818473,0.24864984,0.73620637,0.724771822,0.593997963,0.379174547,0.319168391,0.691952015,0.649941561,0.542089706,0.513766154,0.622254851,0.570431398,0.409057529,0.414911391,0.296908897,0.566036138,0.406957417,0.319666187,0.326712621,0.495138607,0.077650427,0.603321793,0.577859432,0.404451127,0.408592114,0.584841298,0.546928933,0.260149322,0.197144629,-0.131793861,-0.164429795,0.486135057,0.486772193,0.69179841,0.69212361,0.559338119,0.549604902,0.461817961,0.617231939,0.590655128,0.706341746,0.719287388,0.578900083,0.695372568,0.679962534,0.677896341,0.736232702,0.69620424,0.679384646,0.548828999,0.481354349,0.558518243,0.532182144,0.673188759,0.27869344,0.258964148,0.660475505,0.591837947,0.452516041,0.44066584,0.524335463,0.561504975,0.737356841
118,"'49,32'",-0.044403964,-0.038536785,0.195568525,0.115979659,-0.116724524,-0.102278406,0.245823321,0.191707465,0.109145529,0.183447085,-0.23118516,-0.090071711,0.33518617,-0.093630035,-0.001157914,0.127622258,0.046953329,0.20209411,0.321923205,0.260313136,0.23955912,-0.232066001,-0.268979525,0.15338691,0.096999505,0.323601474,0.117605753,0.105545017,0.018047071,0.048334021,0.148375295,0.202405583,0.213990376,0.107532503,-0.181847282,0.320664142,-0.031967344,0.146859942,0.222845393,0.120520162,0.245163186,0.327540597,-0.193435567,0.145916922,0.143483816,0.125115694,0.024029207,-0.141108658,-0.068563794,0.082501623,0.208305295,-0.027583111,-0.139035025,-0.070725087,-0.147317664,-0.006174536,0.180732936,0.134836565,0.194222187,-0.161382924,-0.021853421,0.055573171,0.000363415,-0.353344148,-0.342690004,-0.102954642,-0.18772808,0.131672157,0.103530245,-0.368569056,-0.062522675,-0.181858376,0.047279795,0.078026498,-0.101636555,-0.014652139,-0.130343911,0.281434745,0.235852563,-0.024275665,-0.006712756,0.045560111,0.171258274,0.234427243,0.034580679,-0.033207502,-0.132220614,-0.208573534,-0.167391416,-0.328981153,0.125863886,-0.03176048,-0.183849464,-0.251801653,-0.136916966,-0.116180011,0.044836989,0.254909048,0.243275016,-0.048782534,0.152719034,0.039107482,0.039048412,-0.01147145,-0.129807273,0.113901336,0.036457849,0.043035953,0.042867448,-0.114651986,-0.117131939,-0.096810731,-0.396971499,-0.348584116,-0.094588271,-0.065414459,-0.276701226,-0.259560744,-0.140962019,0.094339633,-0.075019881,0.197206179,0.188011343,-0.085871257,-0.102629211,-0.298444732,-0.282454523,-0.157151462,-0.054114461,-0.214804399,0.036084249,0.049217723,0.020423442,-0.379096349,-0.414676129,-0.468677741,0.07082978,0.058310484,-0.003374926
119,"'50,3'",0.184584282,0.215171004,0.742862348,0.764009438,-0.039559204,0.009529444,0.151053061,0.008382907,0.224966214,0.297299278,0.135343905,0.242487866,0.187707087,0.219649403,0.673928405,0.391194547,0.444685735,0.444163254,0.526583912,0.385219821,0.362620441,0.340416063,0.325903285,0.547013509,0.49134278,0.211940765,0.26048251,0.508181957,0.110430175,0.14238774,0.349964897,0.359960739,0.164209075,0.107302675,0.393284644,0.823939081,0.578948107,0.398506945,0.328521496,0.557760258,0.090264824,0.264500809,0.226613731,0.524230797,0.508304823,0.318207808,0.264293543,0.300658635,0.261291444,0.298858481,0.299714525,0.331166793,0.258756514,0.152001829,0.143027872,0.403277031,-0.021078293,0.02848666,0.183543366,0.172217208,-0.043447126,-0.016494243,0.029750044,0.393548934,0.41917922,0.347266167,0.376416572,0.488429344,0.544446906,0.297270093,0.223682827,0.092612933,-0.203690634,-0.261101111,0.693460064,0.48717134,0.458883602,0.270223299,0.307928716,0.263614319,0.534988725,0.404342865,-0.057800767,0.096101592,0.515247914,0.508774241,0.192551698,0.156213838,0.364895236,0.48330914,0.217091511,0.152379806,0.287271637,0.235791609,0.001611482,0.031195123,0.226679318,0.426344546,0.248644153,-0.155379182,-0.029416976,-0.001463368,0.003571183,0.051515063,0.062761908,0.104714041,0.001441357,0.372928567,0.373303849,0.144529481,0.145159022,0.351971045,0.163499273,0.133165018,0.251502777,0.240352611,0.507400157,0.571137162,0.462948623,0.486604944,0.384817926,0.29677166,0.423819743,0.534249035,0.486745818,0.210227329,0.163091178,0.316006609,0.361408307,-0.088259922,0.34752217,0.331067966,0.659289538,0.518970563,-0.089738661,-0.15874672,0.466570081,0.655879356,0.545190158
120,"'50,9'",-0.319669031,-0.319035939,-0.269253179,-0.268255911,0.010595763,0.222936761,-0.370513943,-0.393594938,0.028341165,-0.040206089,0.282137328,0.20849994,-0.299465384,0.138892424,0.206217777,0.085110004,0.138388726,-0.004340421,0.058929557,-0.166454797,-0.036267754,-0.193637468,0.017692791,-0.082131692,-0.079007179,-0.314002504,-0.194629962,0.155024458,0.031724575,-0.083546772,-0.033317174,-0.021104048,-0.138176505,-0.099807695,0.066281882,-0.518718169,-0.413052,-0.068228412,-0.020141825,-0.219678197,-0.018383386,-0.120973048,0.043847633,0.256557386,0.237143763,0.073268454,0.086605306,0.492412569,0.363337796,0.073684691,0.148001376,0.0383672,0.076307028,0.217598897,0.236591125,0.207639676,-0.175089024,-0.107003309,0.341559236,0.087764603,-0.073541766,-0.009617255,-0.099062329,0.244692551,0.197155502,0.248384171,-0.06962411,0.277183113,0.20633806,-0.331032434,0.056869153,-0.038935225,0.17706903,0.133352197,0.251822374,-0.204541871,-0.056607382,0.015338296,0.131299468,0.074512173,-0.535422135,-0.367713563,-0.279302697,-0.136355216,-0.005548659,0.006819045,0.017772944,-0.00544345,-0.090536601,0.036608274,-0.08659457,0.01369486,0.054197648,-0.008027144,-0.000871627,0.080625073,0.020060999,0.288483719,0.245825056,0.103660724,0.137483331,0.280182471,0.318450892,0.119445374,0.121691299,0.026515037,-0.048570365,0.007418716,0.006276056,0.071768918,0.070534902,-0.063893151,-0.14436947,-0.039368345,0.009259904,0.073151675,-0.058655673,0.007102475,0.028035257,0.122681298,0.145523855,-0.309585692,-0.179943885,0.147577948,0.081052035,0.028875889,-0.0455686,0.049015639,0.213515517,-0.23158821,0.12787793,0.127795732,0.000401537,-0.091233168,-0.119233647,-0.092367259,0.067843841,-0.080085905,-0.034568052
121,"'50,19'",-0.241991654,-0.26745018,-0.334330082,-0.266306435,0.076268394,0.049796017,-0.406265401,-0.365405434,0.208158016,0.10170096,-0.147568066,-0.12990753,-0.073231069,-0.476195256,-0.321823576,-0.206810077,-0.190642227,-0.103411057,-0.004731832,-0.407511609,-0.357691473,-0.330355716,-0.215759597,-0.238529588,-0.211663236,-0.439588947,-0.21231582,-0.075460821,-0.50603595,-0.504134946,-0.252246248,-0.254851663,-0.020900604,0.001010122,-0.169720667,-0.444015661,-0.339107133,-0.249528533,-0.289797578,-0.023363954,-0.161646948,-0.431383865,-0.118447084,0.141901124,0.231129287,0.008763635,-0.095467347,0.058616479,-0.06765822,-0.124925239,0.040857979,0.036307307,-0.104883498,-0.081337855,-0.015655425,-0.118662936,-0.08324758,-0.049994915,-0.041847748,0.03856036,-0.108098806,-0.11039215,-0.115542617,-0.109129365,-0.103205072,-0.02076346,0.015212898,-0.035595358,0.023666871,-0.08893046,-0.149233088,-0.150464846,0.229665275,0.211295795,0.054177524,-0.136589292,-0.144493762,-0.00040261,0.041829383,-0.116079028,-0.154526801,-0.112901367,-0.270333118,-0.449802755,-0.023700586,-0.03885234,-0.188192499,-0.190710594,-0.373540165,-0.426500972,0.035328674,-0.376738152,-0.116301476,-0.091988767,-0.236675224,0.021806742,-0.119008718,-0.10106113,-0.015798243,0.005225024,-0.008206722,-0.323484184,-0.299868908,0.001328109,-0.170750663,-0.085495975,-0.116828788,-0.149682908,-1.52E-01,-0.167914062,-0.167691479,-0.040088209,-0.334302778,-0.23680936,-0.103398158,-0.065942078,-0.484678256,-0.498477393,-0.031824703,0.019917346,-0.254692119,-0.488483108,-0.327356913,0.185267201,0.155406859,-0.188404759,-0.189757666,-0.231333447,-0.184131431,-0.220975773,0.02425261,-0.173787285,-0.223234962,-0.156299897,-0.227557617,-0.136031939,-0.050705391,-0.437884781,-0.212683898
122,"'50,21'",0.199534395,0.292278847,0.675066991,0.69775196,0.369330086,0.152161405,0.279689844,0.220232825,0.322189328,0.378391422,0.218526731,0.314684328,0.261012035,0.486236692,0.764624266,0.372606702,0.42658838,0.628484001,0.649704546,0.424301171,0.400682567,0.436225836,0.422788868,0.5667332,0.50732034,0.275087616,0.352885753,0.462642241,0.239769015,0.181803771,0.163613891,0.203944292,0.131098984,0.090630756,0.366883738,0.718207013,0.315197931,0.291308154,0.334689206,0.672561095,0.382059423,0.487034765,0.163133055,0.503939808,0.480069497,0.300551936,0.27379322,0.226637704,0.321786902,0.136015206,0.124468132,0.55587259,0.541478478,0.560041556,0.557551018,0.553537646,0.097898304,0.133612672,0.249184762,0.382774795,0.068707024,0.082699006,0.146025811,0.351035671,0.353388514,0.462098094,0.374825375,0.430528966,0.478446422,0.232044574,0.463865333,0.161866991,-0.059734806,-0.171763404,0.685211332,0.561009346,0.472988504,0.384969662,0.394607082,0.363722737,0.510618004,0.516766647,0.022075928,0.252246868,0.67623285,0.647335724,0.408335446,0.412426831,0.295556796,0.375494322,0.168608252,0.155116491,0.036703381,0.011060456,0.204270448,0.283433376,0.122900228,0.494185375,0.425583083,-0.002418242,0.209171931,0.114155258,0.101179919,-0.017824731,0.040191798,-0.074427275,-0.123666292,0.296922225,0.296717656,0.208423559,0.210027456,0.154585783,0.114298031,0.159046883,0.305813776,0.35785202,0.554900147,0.603480389,0.497313258,0.681760261,0.533901063,0.312523034,0.479306478,0.451414069,0.500370992,0.586715829,0.618589717,0.369427336,0.403638592,0.339735698,0.396551801,0.416554006,0.770271585,0.756566416,0.129864332,0.170167515,0.57997657,0.555839981,0.627771966
123,"'50,27'",0.183161951,0.108650514,-0.038417804,-0.007079738,0.08029353,0.128857465,-0.146135305,-0.267772356,-0.099595052,-0.152350332,0.094427765,-0.042238753,-0.278051981,-0.10398227,-0.320714093,-0.050760054,-0.006833683,-0.176930208,-0.053505571,-0.258864981,-0.214949551,-0.121272306,-0.08650372,-0.10596726,-0.107448784,-0.191582448,-0.12677643,0.046619311,-0.258663315,-0.232102758,-0.116435282,-0.159210927,0.056084453,-0.036342126,0.170187315,0.248536352,-0.262564703,-0.087541962,-0.150002762,-0.08252613,-0.01827341,0.007385697,0.095123726,0.191259723,0.319754634,0.248453699,0.198258545,0.146174085,0.094722259,-0.103201585,0.178224595,0.313171971,0.106335778,-0.016342006,0.015385744,0.07475243,-0.075201471,-0.091732853,-0.0481804,0.011006165,-0.248892245,-0.115427748,-0.195281105,0.361253318,0.303427724,-0.164730185,0.099415271,0.049455674,0.141405681,0.168624844,-0.287306441,-0.118967831,0.200059912,0.205108157,0.221014987,0.026232103,0.122618985,0.260805252,0.185406724,-0.21070254,0.120106832,0.009899215,-0.194598953,-0.116517645,-0.08359494,-0.005230358,-0.294304889,-0.379814876,-0.283099394,-0.151183265,0.036461165,-0.282851675,0.299009782,0.257152233,-0.049647624,0.016498674,-0.004068296,0.061365066,0.070750923,-0.098973284,-0.094678718,-0.048852671,-0.192962998,0.031409538,-0.122780183,-0.076743438,-0.104342404,-0.016003612,-0.016996827,0.199469913,0.198843356,0.121712859,-0.224643809,-0.136254087,-0.115496063,-0.054785675,-0.294708902,-0.242906438,-0.016273809,0.001212416,-0.195752569,-0.271654604,-0.280057726,0.26732895,0.110993746,0.044203148,-0.047668439,-0.108588493,0.012348782,-0.17361218,-0.02211698,-0.08238338,-0.007064407,-0.063579486,-0.251651856,-0.265037221,-0.217725653,-0.019123767,-0.141199316
124,"'50,38'",0.593384915,0.543680331,0.589658237,0.555269676,0.5451283,0.504024625,0.56079255,0.36467559,0.515303014,0.2060602,0.418146186,0.435527956,0.581228927,0.686905774,0.533540955,0.711187163,0.730751326,0.597490836,0.540219236,0.605068845,0.58927114,0.845823158,0.85823518,0.491441065,0.524467393,0.657717512,0.542829929,0.48164238,0.354364604,0.357275859,0.432014879,0.432469305,0.464636401,0.421894969,0.588950342,0.842667707,0.721557488,0.489993857,0.475356906,0.688033354,0.482465984,0.566745008,0.501589913,0.80249469,0.795020066,0.531343163,0.347882993,0.43494953,0.405817896,0.445406618,0.409600895,0.7299544,0.725938846,0.455215935,0.464740224,0.698159766,0.638543932,0.621715104,0.643855452,-0.116518082,0.692812001,0.665377624,0.624167671,0.216637374,0.24975316,0.680211194,0.363708096,0.250913448,0.263565467,0.283158194,0.234408629,0.239222349,0.174494979,0.292111163,0.381858684,0.65350349,0.500255704,-0.045432166,0.058577529,0.408078549,0.730518602,0.750656919,0.546282899,0.629138403,0.480159939,0.465971124,0.383122445,0.402477888,0.557924859,0.504105897,0.501608428,0.636564887,0.664174314,0.593280479,0.375169612,0.074757559,0.509540236,0.764612646,0.690830999,0.400919056,0.412288097,0.583214738,0.463049371,0.207496311,0.21549749,0.528712616,0.454896717,0.214572542,0.214220507,0.536544379,0.535743058,0.71793794,0.774678792,0.792713388,0.655325255,0.666465453,0.661875066,0.671381623,0.382854981,0.253502048,0.327850014,0.574867906,0.299275845,0.513397603,0.434223134,0.379845177,0.4089922,0.343859503,0.33774622,0.487552778,0.434999106,0.439995429,0.321836818,0.50742524,0.71951768,0.762092345,0.617942031,0.284492991,0.494146836
125,"'50,40'",-0.343012825,-0.397398645,-0.519025777,-0.509582946,0.165858464,0.045198453,-0.372099581,-0.381472182,-0.183256707,-0.283354313,-0.113899054,-0.12511427,-0.273089353,-0.336104502,-0.313960937,-0.084965348,-0.074233929,-0.285633036,-0.241067088,-0.523227923,-0.478374354,-0.41033845,-0.268760444,-0.37282082,-0.396679553,-0.512362411,-0.433504547,-0.239433993,-0.450757913,-0.451997058,-0.320021443,-0.41542597,-0.065074234,0.03330194,-0.008111647,-0.328684974,-0.381601254,-0.31962415,-0.379062185,-0.09100827,-0.190995758,-0.047295885,-0.118147352,-0.036940992,0.090217715,0.054269751,0.062190709,-0.155385873,-0.132163794,-0.377139199,-0.139188758,0.022119129,-0.126460483,-0.010703773,0.029704233,-0.189855172,-0.255974026,-0.321010074,0.00309315,0.072937171,-0.159309271,-0.243225682,-0.390261051,0.206279148,0.093263148,-0.294601986,-0.185980228,0.056389271,0.064027258,-0.152053742,0.010620119,-0.057658747,0.265439624,0.206771104,-0.130427401,-0.167094329,-0.118570705,-0.014521181,0.034952612,-0.279120943,-0.392355278,-0.493895178,-0.441099145,-0.346372084,-0.226058546,-0.237076634,-0.442999991,-0.461095663,-0.442398857,-0.395317757,-0.043767183,-0.504497358,0.075746773,0.050374687,-0.059564624,-0.133625833,-0.010387782,0.041332676,-0.110984106,-0.002601033,-0.065921549,-0.172451877,-0.186769864,-0.150740763,-0.286712393,-0.17712807,-0.252213213,-0.093973175,-0.095394661,-0.037280289,-0.038745425,-0.337418944,-0.342161306,-0.305355228,0.033180798,0.030804664,-0.495512058,-0.514400483,-0.145323888,-0.064286359,-0.171276136,-0.407087472,-0.420194301,-0.183736101,-0.238188685,-0.202314364,-0.164222383,-0.069151569,-0.019250614,-0.061347314,-0.149600621,-0.230048559,-0.152111364,-0.131025228,-0.246131643,-0.163488524,-0.078215115,-0.382856852,-0.285922357
126,"'50,45'",-0.19291985,-0.078831847,-0.402916604,-0.462615736,-0.030204276,-0.152804023,-0.22375928,-0.104830655,-0.248950049,-0.25435474,-0.070368986,-0.066985607,-0.377729813,-0.550895226,-0.022677095,-0.317570647,-0.454211931,-0.125598965,-0.214446968,-0.346782417,-0.275589974,-0.242435998,-0.365298392,-0.205349497,-0.11745449,-0.433701806,-0.366191808,-0.209555762,-0.200644228,-0.156326542,-0.306639876,-0.271945488,-0.290605229,-0.230144727,-0.033908795,-0.594060007,0.30422548,-0.244581671,-0.134941439,-0.396619153,-0.359673268,-0.347592598,-0.376821535,-0.350439339,-0.294877908,-0.340604494,-0.227289648,-0.140747371,-0.140112679,0.07824561,0.046070756,-0.389392881,-0.402939809,0.019466489,0.126949894,-0.188815411,-0.291282529,-0.294385921,0.163651892,0.040069897,-0.19644314,-0.142171339,-0.436281407,0.057734597,-0.000615795,-0.34196519,0.068344072,-0.128651377,-0.190599344,0.227471178,-0.468361912,0.070786258,-0.080621576,0.040312506,0.104242895,-0.15036858,-0.203104277,-0.232391079,-0.171484014,-0.171277538,0.247542309,-0.011904172,-0.093892128,-0.334377983,-0.072366296,-0.05430266,-0.199365561,-0.175775198,0.029836911,0.17304637,-0.192642015,-0.022365173,-0.553878935,-0.460263064,-0.30170032,-0.35007801,-0.099240547,-0.082770955,0.137650274,-0.004897807,-0.076006939,-0.18501265,-0.127598183,-0.136792417,0.081469338,-0.184474238,0.00512267,-0.139748679,-0.139373499,-0.314248563,-0.313595399,-0.233830803,-0.082511574,-0.143565193,-0.458915118,-0.474114277,-0.35366573,-0.384520422,-0.248936174,0.194660709,0.089228542,-0.379802391,-0.449224478,-0.438675082,-0.356856229,-0.119892653,-0.066273217,-0.362532426,-0.403987747,-0.114646173,0.128101594,0.131180978,0.227931272,-0.146633632,-0.152399372,-0.088635653,-0.34869124,-0.445721804,-0.173414122
127,"'50,48'",0.021425159,0.055442004,-0.266755939,-0.300838072,-0.0392538,0.073635154,-0.281277614,-0.293818764,-0.325603807,-0.430603846,0.200849714,0.068902911,-0.473123928,-0.124120857,-0.081973025,0.046312307,0.029352193,-0.321203139,-0.301223082,-0.380546776,-0.266092151,-0.332801279,-0.200352776,-0.20007588,-0.154054749,-0.133177802,-0.070845661,0.054743507,-0.118469043,-0.192928391,-0.208866946,-0.280958265,0.092693957,0.093311337,-0.001537569,0.203717398,-0.110816557,0.069662617,0.01506758,-0.486469298,0.102828469,0.150733714,-0.11590437,-0.068011745,-0.145056537,0.188711987,0.232312971,0.059758467,0.166047743,-0.056330159,-0.079113361,0.000979721,-0.015845965,-0.016614774,0.067555332,0.027262541,-0.147130613,-0.072503799,0.292106102,0.160741839,-0.327571551,-0.175438044,-0.225890257,0.252161435,0.239852462,0.284227502,0.279792337,0.08013682,-0.02969962,0.060070762,0.160992818,0.142735457,0.112609275,0.145943873,0.151937192,-0.279045375,-0.199490371,0.161215286,0.199114604,-0.283850969,0.148003407,0.140952705,-0.198240076,-0.128707422,0.020569644,-0.02809698,-0.246520729,-0.165597059,-0.051308316,-0.042418299,-0.200073751,-0.260413169,-0.016429414,-0.017940829,0.079291391,-0.315167216,-0.114318708,-0.066578439,-0.110799583,-0.007575102,-0.060984141,-0.176526559,-0.217027162,-0.036294741,-0.028135905,0.333378481,0.185453339,0.067451485,0.067852263,0.019628523,0.018693108,-0.318856947,0.015339807,0.024247711,-0.006297467,-0.051127585,-0.170821416,-0.221193673,0.056894467,0.01262264,0.017321092,-0.26829473,-0.396390695,-0.013319954,0.024373234,0.059647329,-0.002292192,-0.128803194,-0.074842938,-0.052770942,0.013379833,-0.011296085,-0.298419827,-0.094274596,-0.068556941,-0.004617412,0.187000906,-0.101566199,-0.198277639
128,"'51,14'",0.420986945,0.313203552,-0.350368853,-0.182633982,-0.08282972,0.37086068,-0.085729297,-0.177679548,-0.068600461,-0.012856242,0.049573921,-0.033393996,-0.040230766,0.195239633,0.028755458,-0.078450343,-0.165655407,0.398425238,0.185623269,-0.023392021,0.11328851,-0.005768497,0.044457627,0.415491124,0.439443104,-0.146929045,-0.054211016,0.053882178,0.106110135,0.004150895,0.157431862,0.000599105,-0.352881457,-0.271117677,-0.002917184,-0.339003828,0.05168287,-0.025649201,0.101245948,-0.152268637,-0.027307244,0.115749797,0.12019853,-0.140332458,-0.084038641,0.139352098,0.22461767,0.196445087,0.449154087,0.331936297,0.274946216,0.007910515,0.03408288,-0.113965582,-0.223103463,0.0724517,0.296738062,0.252848362,0.094046837,0.154828789,0.304316802,0.250974451,0.222520849,-0.035000782,-0.184877881,-0.145498153,0.130607906,0.021905451,-0.138195426,-0.006015046,0.026808432,-0.079451049,-0.130483333,0.041052122,0.13113594,0.224218385,0.261940855,0.082734882,0.055312708,0.150968107,-0.19917583,-0.172191946,0.058690181,0.081936882,-0.020413442,0.064852966,-0.050191256,0.045608653,0.090956153,-0.074804801,0.436477646,0.147275284,0.366726936,0.334802261,-0.103090378,0.024438614,0.267131025,0.309123923,0.086554258,0.081118028,0.31260412,0.133689426,-0.01059374,0.057501834,0.176050006,-0.122597617,0.138151698,-0.178140455,-0.179834925,0.180598313,0.175308087,0.183446753,0.307891716,0.123345832,0.121927832,0.016742713,-0.242924912,-0.319151121,0.062364552,0.004622973,0.061615752,0.009013579,-0.109132225,0.243522634,0.018047859,0.056654512,0.053262593,0.002024239,-0.224064204,0.080932398,-0.026502117,-0.180740881,-0.23018728,0.322977014,-0.260042095,-0.265165325,-0.49262204,-0.112296754,0.042610173
129,"'52,26'",-0.171581966,-0.239244893,0.185460914,0.187168025,0.239145503,0.294401936,0.150018829,0.164029266,0.30430928,0.282452443,0.102650735,0.096977795,0.270023347,0.197492669,-0.059835191,0.190806276,0.208044274,0.266866037,0.39939687,0.258646169,0.474682261,0.3554975,0.425685449,0.186838582,0.150273029,-0.075582026,0.101363089,0.005864866,0.141198336,0.272297987,0.127611842,0.160986395,0.175209354,0.199777616,0.118199601,-0.413242772,-0.114200116,0.052436553,0.168516392,0.037855463,0.294579199,0.419788868,0.027537464,-0.049321246,-0.037479748,-0.169973361,-0.036594348,-0.336384863,-0.255812136,0.290894809,-0.049906517,0.172202433,0.380401181,0.210204257,0.2899398,-0.057265568,-0.041668895,0.021388869,-0.057350854,0.145193541,0.123400907,0.158463227,0.117362702,0.374966755,0.394145358,0.298872865,0.179176175,-0.016063507,-0.0250582,-0.224991572,0.093858626,0.095914013,0.222008403,0.151514405,0.014653645,0.036872728,0.033327053,-0.199724574,-0.100120114,0.165811205,0.034335255,0.042674207,0.156662287,0.260750436,-0.23757465,-0.153006554,-0.033864965,0.072845417,0.289700557,0.204151224,0.146875495,0.120359826,-0.333092283,-0.19295386,0.045716198,0.130889428,-0.038417115,-0.029182772,-0.14228627,0.046360992,0.137322413,0.028884276,0.107594038,0.051427477,0.27559893,-0.16739986,-0.172437855,0.045093861,0.045603621,-0.084746815,-0.083607219,-0.104833904,-0.114474197,-0.145196504,0.240505356,0.187345164,0.308125029,0.412890193,0.104952513,0.095448886,0.148289948,-0.353946443,-0.19821428,-0.36467918,-0.180398396,0.076144201,0.118375396,-0.136073015,-0.000519377,0.215513018,-0.220300356,-0.180588226,-0.461262051,-0.31746063,0.203157346,0.17418225,-0.084209138,-0.009731972,0.321371848
130,"'52,31'",-0.410311631,-0.17911912,0.044706403,0.097863529,-0.047381044,0.096419176,-0.467019693,-0.275255443,-0.005311997,-0.024852407,-0.165474107,-0.094725864,0.027312013,-0.23876465,-0.162328233,-0.059881645,-0.074061972,0.001837283,0.153436826,-0.008427362,-0.059388561,-0.131791286,-0.209305341,-0.300318103,-0.355306853,-0.316103908,0.066375434,-0.158837563,-0.065113457,-0.06697097,-0.086119801,0.114802762,0.017813767,0.041080514,-0.019092057,-0.726154237,-0.29684679,0.093116609,-0.030428384,-0.002487311,0.035608518,0.124539857,-0.134335391,-0.171583242,-0.087427766,-0.143694119,-0.072001297,-0.164827671,-0.195628614,0.263502473,0.141805871,0.031761601,0.098735859,-0.061089059,-0.136324465,-0.142829109,-0.093712742,-0.051915383,-0.342026331,0.150924301,-0.132717429,-0.097052682,-0.031290857,-0.228812464,-0.294539281,-0.253627153,-0.121212444,0.159932209,0.29545538,-0.097265801,0.257049445,0.216035529,-0.11826555,-0.035652416,-0.218142605,0.303494255,0.284123843,0.158979208,0.103898276,0.034027591,0.130737719,0.033916727,-0.204056514,-0.039030963,0.330472957,0.198233492,-0.140801979,-0.148817098,-0.210049076,-0.06070304,0.054802353,0.118934415,-0.367286257,-0.149635027,0.108849239,-0.010766875,-0.01399063,-0.311774981,-0.315712939,0.245442777,0.272182836,-0.126505859,-0.057547689,-0.299332745,-0.28627655,0.316574398,0.396492869,-0.399040533,-0.399610452,-0.027656187,-0.024617731,-0.170078495,-0.418907634,-0.367855463,-0.412989682,-0.276162909,-0.348467157,-0.295816979,-0.47451837,-0.250519475,-0.10490456,-0.343254507,-0.261507957,-0.423493283,-0.263482227,0.228818409,0.216852804,0.057256004,0.07616443,-0.071309213,-0.270424916,-0.238182674,-0.551365673,-0.323236585,-0.29805691,-0.340180065,0.012874363,0.083530305,-0.172307582
